Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,14611.23,1179.6,1033.17,1480.08,20241225
Performance journalière,-0.0016,-0.0022,-0.0009,-0.0027,20241225
Performance mensuelle,-0.0152,-0.024,-0.0256,0.0288,20241225
Performance annuelle,0.20829999999999999,0.1917,0.1456,0.48700000000000004,20241225
