Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12141.7,992.64,903.68,1008.47,20240102
Performance journalière,0.004,0.0028000000000000004,0.002,0.0132,20240102
Performance mensuelle,0.004,0.0028000000000000004,0.002,0.0132,20240102
Performance annuelle,0.004,0.0028000000000000004,0.002,0.0132,20240102
