Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12977.56,1057.3,954.22,1102.63,20240321
Performance journalière,0.0012,0.0015,0.0025,0.0012,20240321
Performance mensuelle,-0.0040999999999999995,-0.0042,-0.0118,0.0016,20240321
Performance annuelle,0.0732,0.0682,0.057999999999999996,0.10779999999999999,20240321
