Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,14718.91,1196.15,1050.55,1433.35,20241202
Performance journalière,-0.008,-0.0103,-0.0092,-0.0036,20241202
Performance mensuelle,-0.008,-0.0103,-0.0092,-0.0036,20241202
Performance annuelle,0.21719999999999998,0.2084,0.1648,0.44,20241202
