Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13053.17,1060.13,955.68,1155.13,20240402
Performance journalière,0.0034999999999999996,0.0034000000000000002,0.0033,0.012199999999999999,20240402
Performance mensuelle,0.0034000000000000002,0.0014000000000000002,-0.0006,0.033,20240402
Performance annuelle,0.0794,0.071,0.059699999999999996,0.1605,20240402
