Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13820.07,1120.13,1004.42,1246.7,20240813
Performance journalière,0.0027,0.0007000000000000001,0.0004,0.0097,20240813
Performance mensuelle,-0.011699999999999999,-0.0128,-0.0109,-0.0121,20240813
Performance annuelle,0.14279999999999998,0.1316,0.1137,0.2525,20240813
