Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12871.28,1047.6,954.05,1096.69,20240216
Performance journalière,0.0113,0.013500000000000002,0.014499999999999999,0.0064,20240216
Performance mensuelle,0.0326,0.0327,0.0338,0.0346,20240216
Performance annuelle,0.0644,0.0584,0.057800000000000004,0.1018,20240216
