Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13356.07,1080.83,975.45,1216.61,20240626
Performance journalière,-0.004,-0.0028000000000000004,-0.0029,0.0019,20240626
Performance mensuelle,0.0034000000000000002,0.0074,0.0106,-0.0097,20240626
Performance annuelle,0.1045,0.0919,0.0816,0.2223,20240626
