Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,14048.66,1127.8,1010.77,1344.41,20241014
Performance journalière,-0.0038,-0.0037,-0.0017000000000000001,-0.0059,20241014
Performance mensuelle,-0.0226,-0.029500000000000002,-0.019,-0.0113,20241014
Performance annuelle,0.1617,0.1394,0.1207,0.3507,20241014
