Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13977.97,1132.74,1013.91,1261.78,20240801
Performance journalière,-0.0005,-0.0017000000000000001,-0.0016,-0.0002,20240801
Performance mensuelle,-0.0005,-0.0017000000000000001,-0.0016,-0.0002,20240801
Performance annuelle,0.1559,0.1444,0.1242,0.2677,20240801
