Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,14751.03,1195.52,1058.37,1432.14,20241114
Performance journalière,0.005,0.0063,0.0058,0.0028000000000000004,20241114
Performance mensuelle,0.041100000000000005,0.0458,0.045,0.032799999999999996,20241114
Performance annuelle,0.2198,0.2078,0.17350000000000002,0.4388,20241114
