Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,14167.03,1140.87,1016.43,1352.06,20241004
Performance journalière,0.0009,0.0008,0.0011,0.0026,20241004
Performance mensuelle,-0.0143,-0.0183,-0.013500000000000002,-0.005600000000000001,20241004
Performance annuelle,0.17149999999999999,0.15259999999999999,0.127,0.35840000000000005,20241004
