Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13375.47,1077.78,974.64,1217.02,20240507
Performance journalière,0.001,0.0012,-0.001,0.0011,20240507
Performance mensuelle,0.0042,0.0007000000000000001,0.008100000000000001,-0.0046,20240507
Performance annuelle,0.1061,0.0888,0.08070000000000001,0.2227,20240507
