Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13302.28,1078.77,965.03,1203.38,20240422
Performance journalière,-0.011200000000000002,-0.0125,-0.0069,-0.0232,20240422
Performance mensuelle,0.0225,0.019,0.0091,0.0762,20240422
Performance annuelle,0.1,0.08990000000000001,0.07,0.209,20240422
