Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13950.06,1131.76,1004.84,1310.69,20240910
Performance journalière,-0.0023,-0.0032,-0.0006,0.0016,20240910
Performance mensuelle,0.0012,0.0013,-0.008,0.0197,20240910
Performance annuelle,0.1536,0.1434,0.1142,0.31679999999999997,20240910
