Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13319.36,1077.02,966.77,1222.69,20240430
Performance journalière,-0.0040999999999999995,-0.0038,-0.0023,-0.0013,20240430
Performance mensuelle,0.023799999999999998,0.0173,0.011000000000000001,0.0935,20240430
Performance annuelle,0.1014,0.08810000000000001,0.07200000000000001,0.2284,20240430
