Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13326.59,1074.44,966.93,1237.16,20240527
Performance journalière,-0.0033,-0.001,-0.0024,-0.006,20240527
Performance mensuelle,0.0005,-0.0024,0.0002,0.0118,20240527
Performance annuelle,0.102,0.0855,0.0721,0.2429,20240527
