Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13781.04,1118.71,1001.81,1242.38,20240807
Performance journalière,-0.0018,-0.0013,-0.0029,0.0036,20240807
Performance mensuelle,-0.014499999999999999,-0.013999999999999999,-0.013500000000000002,-0.015600000000000001,20240807
Performance annuelle,0.1396,0.13019999999999998,0.1108,0.2482,20240807
