Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13792.96,1119.38,1005.57,1233.61,20240809
Performance journalière,-0.0004,-0.0007000000000000001,0.0021,-0.004,20240809
Performance mensuelle,-0.0137,-0.0134,-0.0098,-0.0225,20240809
Performance annuelle,0.1406,0.1309,0.115,0.2394,20240809
