Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,14811.74,1204.25,1058.19,1440.17,20241126
Performance journalière,0.0063,0.0069,0.006,0.008199999999999999,20241126
Performance mensuelle,0.0454,0.0535,0.0449,0.038599999999999995,20241126
Performance annuelle,0.2248,0.21660000000000001,0.17329999999999998,0.44689999999999996,20241126
