Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13403.47,1081.99,977.39,1220.7,20240503
Performance journalière,0.0060999999999999995,0.0054,0.009899999999999999,-0.0028000000000000004,20240503
Performance mensuelle,0.0063,0.0046,0.011000000000000001,-0.0016,20240503
Performance annuelle,0.1084,0.0931,0.0837,0.22640000000000002,20240503
