Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,14138.37,1138.29,1014.12,1362.46,20241024
Performance journalière,0.0014000000000000002,0.0015,-0.0003,0.0036,20241024
Performance mensuelle,-0.0163,-0.020499999999999997,-0.015700000000000002,0.002,20241024
Performance annuelle,0.1691,0.15,0.1245,0.3688,20241024
