Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13053.28,1049.99,946.19,1203.33,20240605
Performance journalière,-0.013999999999999999,-0.016,-0.011699999999999999,-0.0167,20240605
Performance mensuelle,-0.019299999999999998,-0.021400000000000002,-0.0197,-0.020499999999999997,20240605
Performance annuelle,0.0794,0.0608,0.049100000000000005,0.209,20240605
