Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13541.33,1090.27,980.18,1242.81,20240513
Performance journalière,0.0011,-0.0004,-0.0017000000000000001,0.009000000000000001,20240513
Performance mensuelle,0.0167,0.0123,0.0139,0.0165,20240513
Performance annuelle,0.1198,0.1015,0.0868,0.2486,20240513
