Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,13322.85,1076.14,967.78,1224.1,20240502
Performance journalière,0.0003,-0.0008,0.001,0.0012,20240502
Performance mensuelle,0.0003,-0.0008,0.001,0.0012,20240502
Performance annuelle,0.1017,0.0872,0.0731,0.2298,20240502
