Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12465.28,1014.39,922.89,1060.01,20240131
Performance journalière,0.0016,0.003,0.0036,0.0014000000000000002,20240131
Performance mensuelle,0.0308,0.0248,0.0233,0.065,20240131
Performance annuelle,0.0308,0.0248,0.0233,0.065,20240131
