Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,14986.56,1218.72,1071.66,1452.75,20241120
Performance journalière,0.0007000000000000001,0.0014000000000000002,-0.0014000000000000002,0.0052,20241120
Performance mensuelle,0.057800000000000004,0.0661,0.0582,0.04769999999999999,20241120
Performance annuelle,0.23929999999999998,0.23120000000000002,0.1883,0.4595,20241120
