Indices,MASI,MASI 20,MASI ESG,MASI Mid and Small Cap,Date_Rapport
Valeur,12968.77,1055.7,955.38,1103.91,20240314
Performance journalière,0.0064,0.0064,0.0064,0.0013,20240314
Performance mensuelle,-0.0048,-0.005699999999999999,-0.0106,0.0027,20240314
Performance annuelle,0.0724,0.0665,0.0593,0.1091,20240314
