Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1224.0,1224.0,0.0,1224.0,1.0,2023-12-01
AFRIC INDUSTRIES SA,313.0,310.0,-0.0096,4032.65,13.0,2023-12-01
AFRIQUIA GAZ,4002.0,4100.0,0.0245,2058298.0,502.0,2023-12-01
AKDITAL,492.5,492.0,-0.001,2094549.55,4276.0,2023-12-01
ALLIANCES,109.55,104.95,-0.042,7402141.85,70819.0,2023-12-01
ALUMINIUM DU MAROC,1340.0,1337.0,-0.0022,2628.0,2.0,2023-12-01
ARADEI CAPITAL,444.0,443.0,-0.0023,894428.2,2019.0,2023-12-01
ATLANTASANAD,121.0,121.95,0.0079,2490699.3,20436.0,2023-12-01
ATTIJARIWAFA BANK,458.0,458.0,0.0,73674717.2,160145.0,2023-12-01
AUTO HALL,67.0,67.2,0.003,2376.8,35.0,2023-12-01
BANK OF AFRICA,173.0,173.0,0.0,2449250.75,14156.0,2023-12-01
BCP,266.0,266.0,0.0,10534915.0,39716.0,2023-12-01
BMCI,520.1,490.0,-0.0579,330936.9,671.0,2023-12-01
CIH,351.0,350.0,-0.0028000000000000004,3548576.6,10134.0,2023-12-01
CIMENTS DU MAROC,1640.0,1630.0,-0.0060999999999999995,2815810.0,1717.0,2023-12-01
COLORADO,45.05,46.99,0.0431,98946.65,2155.0,2023-12-01
COSUMAR,200.1,202.0,0.0095,3616755.3,17931.0,2023-12-01
DELTA HOLDING,36.5,37.99,0.0408,125343.18,3326.0,2023-12-01
DISTY TECHNOLOGIES,192.1,184.0,-0.042199999999999994,203290.85,1067.0,2023-12-01
DISWAY,688.0,690.0,0.0029,11703.8,17.0,2023-12-01
DOUJA PROM ADDOHA,16.5,14.86,-0.09939999999999999,20202466.78,1337608.0,2023-12-01
ENNAKL,31.23,31.18,-0.0016,3069.2,100.0,2023-12-01
FENIE BROSSETTE,100.9,97.97,-0.028999999999999998,5963.54,62.0,2023-12-01
HPS,617.0,615.0,-0.0032,366500.0,600.0,2023-12-01
IMMORENTE INVEST,95.0,95.0,0.0,386893.7,4070.0,2023-12-01
ITISSALAT AL-MAGHRIB,92.9,92.3,-0.006500000000000001,12029634.72,130510.0,2023-12-01
LABEL VIE,4074.0,4050.0,-0.0059,1130646.0,279.0,2023-12-01
LESIEUR CRISTAL,263.25,263.25,0.0,2632.5,10.0,2023-12-01
LafargeHolcim Maroc,1852.0,1886.0,0.0184,7483416.0,4024.0,2023-12-01
MANAGEM,1535.0,1530.0,-0.0033,1307340.0,854.0,2023-12-01
MED PAPER,21.5,21.0,-0.0233,43412.76,2048.0,2023-12-01
MINIERE TOUISSIT,1333.0,1325.0,-0.006,2774263.0,2082.0,2023-12-01
MUTANDIS SCA,239.05,240.05,0.0042,1055055.05,4412.0,2023-12-01
PROMOPHARM S.A.,981.0,1019.0,0.0387,2038.0,2.0,2023-12-01
RESIDENCES DAR SAADA,21.96,20.5,-0.0665,379287.73,18630.0,2023-12-01
RISMA,207.1,210.0,0.013999999999999999,341034.7,1628.0,2023-12-01
S.M MONETIQUE,178.5,168.0,-0.0588,3360.0,20.0,2023-12-01
SANLAM MAROC,1279.0,1279.0,0.0,364700.0,285.0,2023-12-01
SMI,1314.0,1240.0,-0.056299999999999996,56610.0,45.0,2023-12-01
SNEP,483.0,483.0,0.0,9660.0,20.0,2023-12-01
SOCIETE DES BOISSONS DU M,2437.0,2300.0,-0.0562,2300.0,1.0,2023-12-01
SODEP-Marsa Maroc,272.4,272.0,-0.0015,1382958.7,5157.0,2023-12-01
SONASID,640.5,615.0,-0.0398,2008136.0,3257.0,2023-12-01
SOTHEMA,1026.0,1026.0,0.0,90020.0,88.0,2023-12-01
STOKVIS NORD AFRIQUE,11.1,10.9,-0.018000000000000002,41583.5,3815.0,2023-12-01
STROC INDUSTRIE,30.62,30.63,0.0003,1103.08,36.0,2023-12-01
TAQA MOROCCO,1010.0,995.0,-0.0149,1292810.0,1293.0,2023-12-01
TGCC S.A,179.0,177.0,-0.011200000000000002,1601575.45,9046.0,2023-12-01
TOTALENERGIES MARKETING,1091.0,1100.0,0.008199999999999999,396000.0,360.0,2023-12-01
WAFA ASSURANCE,4132.0,4000.0,-0.0319,561000.0,140.0,2023-12-01
