Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1248.0,1248.0,0.0,1248.0,1.0,2023-10-03
AFRIQUIA GAZ,4150.0,4100.0,-0.012,455107.0,111.0,2023-10-03
AKDITAL,483.0,476.1,-0.0143,5357218.0,11141.0,2023-10-03
ALLIANCES,110.0,107.0,-0.0273,13312348.05,122920.0,2023-10-03
ALUMINIUM DU MAROC,1260.0,1260.0,0.0,44100.0,35.0,2023-10-03
ARADEI CAPITAL,440.0,435.0,-0.011399999999999999,1851882.0,4253.0,2023-10-03
ATLANTASANAD,122.0,120.1,-0.015600000000000001,34228.6,285.0,2023-10-03
ATTIJARIWAFA BANK,452.0,449.5,-0.0055000000000000005,22475041.0,49753.0,2023-10-03
AUTO HALL,69.0,67.1,-0.0275,1215135.72,17906.0,2023-10-03
BANK OF AFRICA,180.2,183.5,0.0183,9175.0,50.0,2023-10-03
BCP,253.0,253.95,0.0038,8232719.0,32413.0,2023-10-03
CDM,700.0,700.0,0.0,494200.0,706.0,2023-10-03
CIH,386.0,369.0,-0.044000000000000004,2890680.0,7655.0,2023-10-03
CIMENTS DU MAROC,1480.0,1460.0,-0.013500000000000002,630869.0,432.0,2023-10-03
COLORADO,45.0,44.2,-0.0178,4420.0,100.0,2023-10-03
COSUMAR,193.0,193.5,0.0026,427300.0,2208.0,2023-10-03
CTM,584.0,607.3,0.039900000000000005,30365.0,50.0,2023-10-03
DELTA HOLDING,35.55,35.0,-0.0155,10263.0,290.0,2023-10-03
DISTY TECHNOLOGIES,194.95,200.3,0.0274,750933.1,3742.0,2023-10-03
DISWAY,696.7,690.0,-0.0096,27458.0,40.0,2023-10-03
DOUJA PROM ADDOHA,15.36,14.7,-0.043,76645414.35,105720.0,2023-10-03
ENNAKL,30.23,30.31,0.0026,26802.71,881.0,2023-10-03
EQDOM,1100.0,1136.0,0.0327,1589264.0,1399.0,2023-10-03
HPS,6355.0,6300.0,-0.0087,2652795.0,421.0,2023-10-03
IMMORENTE INVEST,97.0,95.0,-0.0206,467387.5,4913.0,2023-10-03
INVOLYS,90.49,89.5,-0.0109,16826.0,188.0,2023-10-03
ITISSALAT AL-MAGHRIB,100.6,96.0,-0.045700000000000005,12691961.76,128956.0,2023-10-03
JET CONTRACTORS,227.15,229.5,0.0103,507580.0,2253.0,2023-10-03
LABEL VIE,4600.0,4550.0,-0.0109,7771410.0,1708.0,2023-10-03
LafargeHolcim Maroc,1665.0,1670.0,0.003,5716400.0,3412.0,2023-10-03
MAGHREBAIL,925.8,930.0,0.0045000000000000005,4650.0,5.0,2023-10-03
MANAGEM,1650.0,1714.0,0.0388,93645.0,55.0,2023-10-03
MED PAPER,23.0,22.16,-0.0365,137919.19,6231.0,2023-10-03
MICRODATA,520.1,521.0,0.0017000000000000001,13032.0,25.0,2023-10-03
MINIERE TOUISSIT,1900.0,1900.0,0.0,7600.0,4.0,2023-10-03
MUTANDIS SCA,239.0,241.0,0.0084,4155810.8,17249.0,2023-10-03
PROMOPHARM S.A.,1031.0,1072.0,0.0398,51456.0,48.0,2023-10-03
RESIDENCES DAR SAADA,20.5,19.28,-0.059500000000000004,1892652.25,95846.0,2023-10-03
RISMA,210.0,214.9,0.0233,2384511.0,11093.0,2023-10-03
SMI,1290.0,1290.0,0.0,2580.0,2.0,2023-10-03
SNEP,470.1,478.95,0.018799999999999997,73055.4,154.0,2023-10-03
SODEP-Marsa Maroc,267.0,267.0,0.0,166082.45,623.0,2023-10-03
SONASID,549.0,550.0,0.0018,933199.4,1694.0,2023-10-03
SOTHEMA,1000.0,990.0,-0.01,3762610.0,3765.0,2023-10-03
STOKVIS NORD AFRIQUE,12.08,11.55,-0.043899999999999995,1876.4,162.0,2023-10-03
STROC INDUSTRIE,31.08,32.94,0.059800000000000006,98.82,3.0,2023-10-03
TAQA MOROCCO,1050.0,1084.0,0.032400000000000005,60468.0,56.0,2023-10-03
TGCC S.A,154.4,150.0,-0.0285,3607329.2,23996.0,2023-10-03
TOTALENERGIES MARKETING,1100.0,1135.0,0.0318,125630.0,113.0,2023-10-03
WAFA ASSURANCE,4150.0,4170.0,0.0048,2177000.0,540.0,2023-10-03
