Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1285.0,1285.0,0.0,1285.0,1.0,2023-05-03
AKDITAL,298.0,300.0,0.0067,649268.7,2164.0,2023-05-03
ALLIANCES,64.0,62.21,-0.027999999999999997,621043.79,9981.0,2023-05-03
ALUMINIUM DU MAROC,1330.0,1303.0,-0.0203,3909.0,3.0,2023-05-03
ARADEI CAPITAL,450.0,450.0,0.0,126634.0,289.0,2023-05-03
ATLANTASANAD,130.0,129.8,-0.0015,14230.0,110.0,2023-05-03
ATTIJARIWAFA BANK,400.1,399.0,-0.0027,2489307.0,6248.0,2023-05-03
AUTO HALL,70.51,73.5,0.0424,1839.4,25.0,2023-05-03
BANK OF AFRICA,164.95,163.0,-0.0118,171127.5,1050.0,2023-05-03
BCP,228.5,227.55,-0.0042,146765.0,645.0,2023-05-03
CARTIER SAADA,26.96,26.8,-0.0059,268.0,10.0,2023-05-03
CIH,314.05,314.05,0.0,172727.5,550.0,2023-05-03
CIMENTS DU MAROC,1247.0,1242.0,-0.004,1242.0,1.0,2023-05-03
COLORADO,41.5,42.07,0.0137,1851.08,44.0,2023-05-03
COSUMAR,177.2,180.0,0.0158,7764602.55,43287.0,2023-05-03
DELTA HOLDING,25.17,25.2,0.0012,14506.28,574.0,2023-05-03
DISWAY,705.0,700.0,-0.0070999999999999995,112238.5,161.0,2023-05-03
DOUJA PROM ADDOHA,6.55,6.6,0.0076,789500.99,121165.0,2023-05-03
ENNAKL,34.29,33.81,-0.013999999999999999,20638.03,607.0,2023-05-03
FENIE BROSSETTE,116.0,116.0,0.0,1740.0,15.0,2023-05-03
HPS,5955.0,6000.0,0.0076,107852.0,18.0,2023-05-03
IMMORENTE INVEST,97.9,97.0,-0.0092,31574.3,323.0,2023-05-03
ITISSALAT AL-MAGHRIB,79.0,78.32,-0.0086,2746516.62,34889.0,2023-05-03
JET CONTRACTORS,196.0,201.85,0.0298,1009.25,5.0,2023-05-03
LABEL VIE,4188.0,4249.0,0.0146,547885.0,129.0,2023-05-03
LESIEUR CRISTAL,250.0,254.0,0.016,2794.0,11.0,2023-05-03
LafargeHolcim Maroc,1519.0,1495.0,-0.0158,1663935.0,1113.0,2023-05-03
MANAGEM,2331.0,2332.0,0.0004,130593.0,56.0,2023-05-03
MED PAPER,24.0,23.99,-0.0004,5434.64,228.0,2023-05-03
MINIERE TOUISSIT,1674.0,1635.0,-0.0233,416581.0,256.0,2023-05-03
MUTANDIS SCA,215.0,217.85,0.013300000000000001,1960.5,9.0,2023-05-03
RESIDENCES DAR SAADA,11.0,11.65,0.0591,836920.19,72176.0,2023-05-03
RISMA,130.0,128.1,-0.0146,636694.1,4903.0,2023-05-03
S.M MONETIQUE,172.5,165.65,-0.0397,3313.0,20.0,2023-05-03
SANLAM MAROC,1000.0,960.0,-0.04,261120.0,272.0,2023-05-03
SODEP-Marsa Maroc,221.1,223.6,0.0113,11531767.15,51708.0,2023-05-03
SONASID,560.0,552.2,-0.0139,6084.0,11.0,2023-05-03
STOKVIS NORD AFRIQUE,11.2,11.01,-0.017,2996.29,271.0,2023-05-03
STROC INDUSTRIE,32.25,32.0,-0.0078000000000000005,224.0,7.0,2023-05-03
TAQA MOROCCO,945.0,940.0,-0.0053,44180.0,47.0,2023-05-03
TGCC S.A,135.0,134.0,-0.0074,1564309.75,11838.0,2023-05-03
TOTALENERGIES MARKETING,1218.0,1218.0,0.0,707784.0,581.0,2023-05-03
