Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1264.0,1264.0,0.0,1264.0,1.0,2023-10-10
AFRIC INDUSTRIES SA,319.0,321.0,0.0063,3200.0,10.0,2023-10-10
AFRIQUIA GAZ,4300.0,4200.0,-0.0233,8400.0,2.0,2023-10-10
AKDITAL,479.5,481.0,0.0031,2785884.45,5825.0,2023-10-10
ALLIANCES,107.0,108.5,0.013999999999999999,3791128.7,35013.0,2023-10-10
ALUMINIUM DU MAROC,1345.0,1306.0,-0.028999999999999998,11754.0,9.0,2023-10-10
ARADEI CAPITAL,450.0,462.0,0.026699999999999998,196075.3,428.0,2023-10-10
ATLANTASANAD,121.0,121.0,0.0,248296.65,2066.0,2023-10-10
ATTIJARIWAFA BANK,465.0,465.0,0.0,13584546.25,29287.0,2023-10-10
AUTO HALL,69.75,68.75,-0.0143,13819.5,200.0,2023-10-10
AUTO NEJMA,1750.0,1854.0,0.0594,1854.0,1.0,2023-10-10
