Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1224.0,1223.0,-0.0008,1223.0,1.0,2023-11-27
AFRIC INDUSTRIES SA,312.0,312.0,0.0,27768.0,89.0,2023-11-27
AKDITAL,488.0,488.0,0.0,3170915.75,6523.0,2023-11-27
ALLIANCES,109.9,109.8,-0.0009,380453.95,3499.0,2023-11-27
ALUMINIUM DU MAROC,1310.0,1330.0,0.015300000000000001,33474.0,26.0,2023-11-27
ARADEI CAPITAL,442.05,440.0,-0.0046,1320000.0,3000.0,2023-11-27
ATLANTASANAD,122.0,122.5,0.0040999999999999995,40757.9,339.0,2023-11-27
ATTIJARIWAFA BANK,467.3,460.0,-0.015600000000000001,12685508.3,27378.0,2023-11-27
AUTO HALL,68.55,67.2,-0.0197,26641.23,395.0,2023-11-27
BANK OF AFRICA,178.0,175.0,-0.0169,2858618.0,16327.0,2023-11-27
BCP,266.0,266.0,0.0,11893018.5,44711.0,2023-11-27
CARTIER SAADA,22.0,21.53,-0.021400000000000002,48746.72,2266.0,2023-11-27
CIH,365.0,335.0,-0.08220000000000001,19715886.15,57802.0,2023-11-27
CIMENTS DU MAROC,1680.0,1642.0,-0.0226,14972840.0,9020.0,2023-11-27
COLORADO,47.0,46.99,-0.0002,185.99,4.0,2023-11-27
COSUMAR,205.5,201.05,-0.0217,155015.0,760.0,2023-11-27
DELTA HOLDING,35.23,37.08,0.0525,8001.04,226.0,2023-11-27
DISTY TECHNOLOGIES,194.3,192.0,-0.0118,50710.0,264.0,2023-11-27
DISWAY,677.9,678.0,0.0001,297601.0,439.0,2023-11-27
DOUJA PROM ADDOHA,16.01,16.1,0.005600000000000001,4283924.34,266225.0,2023-11-27
ENNAKL,31.26,31.26,0.0,6062.3,195.0,2023-11-27
EQDOM,1112.0,1100.0,-0.0108,3300.0,3.0,2023-11-27
FENIE BROSSETTE,100.0,100.0,0.0,39038.99,383.0,2023-11-27
HPS,615.0,615.0,0.0,2537545.0,4131.0,2023-11-27
IMMORENTE INVEST,95.0,95.0,0.0,570688.98,6006.0,2023-11-27
ITISSALAT AL-MAGHRIB,94.29,93.36,-0.009899999999999999,5584150.8,59561.0,2023-11-27
JET CONTRACTORS,250.0,250.0,0.0,1000.0,4.0,2023-11-27
LESIEUR CRISTAL,271.1,271.1,0.0,24399.0,90.0,2023-11-27
LafargeHolcim Maroc,1872.0,1872.0,0.0,613902.0,328.0,2023-11-27
MED PAPER,22.22,22.1,-0.0054,13068.25,603.0,2023-11-27
MINIERE TOUISSIT,1340.0,1326.0,-0.0104,2451245.0,1828.0,2023-11-27
MUTANDIS SCA,240.15,242.0,0.0077,694518.85,2884.0,2023-11-27
REALISATIONS MECANIQUES,109.0,115.0,0.055,5750.0,50.0,2023-11-27
RESIDENCES DAR SAADA,22.2,22.11,-0.0040999999999999995,462771.11,21642.0,2023-11-27
RISMA,229.0,224.1,-0.021400000000000002,249936.35,1113.0,2023-11-27
SMI,1300.0,1275.0,-0.0192,75245.0,59.0,2023-11-27
SNEP,485.9,490.0,0.0084,44804.95,92.0,2023-11-27
SODEP-Marsa Maroc,271.95,268.8,-0.0116,749658.0,2785.0,2023-11-27
SONASID,678.0,680.0,0.0029,2030.3,3.0,2023-11-27
SOTHEMA,1018.0,990.0,-0.0275,142576.0,144.0,2023-11-27
STOKVIS NORD AFRIQUE,11.19,11.24,0.0045000000000000005,1841.56,165.0,2023-11-27
STROC INDUSTRIE,30.62,30.63,0.0003,6695.24,218.0,2023-11-27
TAQA MOROCCO,1048.0,1014.0,-0.032400000000000005,12319433.0,12149.0,2023-11-27
TGCC S.A,175.0,173.8,-0.0069,644663.7,3716.0,2023-11-27
TOTALENERGIES MARKETING,1100.0,1100.0,0.0,143000.0,130.0,2023-11-27
