Action,Cours_ref,Cours_Cloture,Variation,Volume,Quantite,Date_Rapport
AFMA,1327.0,1327.0,0.0,9289.0,7.0,2023-08-17
AFRIC INDUSTRIES SA,350.0,352.0,0.005699999999999999,3879.0,11.0,2023-08-17
AFRIQUIA GAZ,4480.0,4480.0,0.0,89600.0,20.0,2023-08-17
AGMA,6500.0,6500.0,0.0,65000.0,10.0,2023-08-17
AKDITAL,405.85,408.5,0.006500000000000001,5793016.0,14239.0,2023-08-17
ALLIANCES,85.5,86.5,0.011699999999999999,369533.37,4255.0,2023-08-17
ALUMINIUM DU MAROC,1340.0,1300.0,-0.029900000000000003,534621.0,409.0,2023-08-17
ARADEI CAPITAL,441.0,441.0,0.0,6615.7,15.0,2023-08-17
ATLANTASANAD,121.55,122.0,0.0037,24510.25,201.0,2023-08-17
ATTIJARIWAFA BANK,450.0,450.0,0.0,5482454.85,12190.0,2023-08-17
AUTO HALL,79.5,79.65,0.0019,79.65,1.0,2023-08-17
BANK OF AFRICA,183.0,180.0,-0.016399999999999998,3409785.4,18943.0,2023-08-17
BCP,260.45,260.0,-0.0017000000000000001,3514160.0,13516.0,2023-08-17
CARTIER SAADA,24.3,24.3,0.0,24.3,1.0,2023-08-17
CIH,359.9,348.5,-0.0317,149088.25,427.0,2023-08-17
COLORADO,44.39,44.39,0.0,5326.8,120.0,2023-08-17
COSUMAR,208.0,210.0,0.0096,1471237.35,7042.0,2023-08-17
CTM,615.0,616.1,0.0018,92415.0,150.0,2023-08-17
DISTY TECHNOLOGIES,199.0,198.45,-0.0028000000000000004,1595.25,8.0,2023-08-17
DISWAY,710.0,704.9,-0.0072,76847.5,110.0,2023-08-17
DOUJA PROM ADDOHA,10.4,10.3,-0.0096,1424337.16,138266.0,2023-08-17
ENNAKL,32.5,32.0,-0.0154,29370.14,916.0,2023-08-17
EQDOM,1120.0,1140.0,0.0179,1197000.0,1050.0,2023-08-17
FENIE BROSSETTE,110.0,110.9,0.008199999999999999,2771.5,25.0,2023-08-17
HPS,5901.0,5901.0,0.0,1554513.0,262.0,2023-08-17
IMMORENTE INVEST,96.0,96.0,0.0,1632.0,17.0,2023-08-17
ITISSALAT AL-MAGHRIB,107.95,107.0,-0.0088,5855491.75,54655.0,2023-08-17
JET CONTRACTORS,263.0,261.0,-0.0076,154127.35,601.0,2023-08-17
LafargeHolcim Maroc,1794.0,1794.0,0.0,82385.0,46.0,2023-08-17
M2M Group,724.9,696.0,-0.039900000000000005,2088.0,3.0,2023-08-17
MAGHREB OXYGENE,245.0,244.0,-0.0040999999999999995,976.0,4.0,2023-08-17
MANAGEM,1830.0,1865.0,0.0191,27825.0,15.0,2023-08-17
MED PAPER,25.19,25.23,0.0016,5203.08,206.0,2023-08-17
MICRODATA,545.0,550.0,0.0092,106045.0,194.0,2023-08-17
MINIERE TOUISSIT,1996.0,1994.0,-0.001,1994.0,1.0,2023-08-17
MUTANDIS SCA,242.9,241.5,-0.0058,98730.0,411.0,2023-08-17
REBAB COMPANY,88.0,88.0,0.0,8800.0,100.0,2023-08-17
RESIDENCES DAR SAADA,17.98,17.98,0.0,209420.0,11795.0,2023-08-17
RISMA,222.1,219.75,-0.0106,685273.35,3144.0,2023-08-17
S.M MONETIQUE,167.8,174.0,0.0369,870.0,5.0,2023-08-17
SALAFIN,590.0,590.0,0.0,11800.0,20.0,2023-08-17
SANLAM MAROC,1230.0,1200.0,-0.024399999999999998,18000.0,15.0,2023-08-17
SMI,1279.0,1300.0,0.016399999999999998,13000.0,10.0,2023-08-17
SNEP,615.0,617.7,0.0044,9227.0,15.0,2023-08-17
SOCIETE DES BOISSONS DU M,2861.0,2890.0,0.0101,2890.0,1.0,2023-08-17
SODEP-Marsa Maroc,267.55,270.05,0.009300000000000001,2142208.7,7932.0,2023-08-17
SONASID,577.9,572.5,-0.009300000000000001,26891.5,47.0,2023-08-17
SOTHEMA,1174.0,1199.0,0.0213,247990.0,210.0,2023-08-17
STOKVIS NORD AFRIQUE,12.76,12.75,-0.0008,255.0,20.0,2023-08-17
STROC INDUSTRIE,33.5,34.78,0.0382,633.96,19.0,2023-08-17
TAQA MOROCCO,1147.0,1115.0,-0.0279,72907.0,65.0,2023-08-17
TGCC S.A,147.0,147.0,0.0,106968.55,729.0,2023-08-17
